256.629, 129.894, 8.340, 11.969 False
256.353, 129.860, 8.340, 12.002 False
256.077, 129.826, 8.340, 12.035 False
255.801, 129.794, 8.339, 12.068 False
255.525, 129.761, 8.339, 12.101 False
255.248, 129.729, 8.339, 12.134 False
254.972, 129.698, 8.339, 12.167 False
254.696, 129.667, 8.339, 12.200 False
254.420, 129.637, 8.339, 12.233 False
254.143, 129.607, 8.339, 12.266 False
253.867, 129.577, 8.339, 12.299 False
253.590, 129.548, 8.338, 12.332 False
253.314, 129.520, 8.338, 12.365 False
253.037, 129.493, 8.338, 12.398 False
252.761, 129.465, 8.338, 12.431 False
252.484, 129.438, 8.338, 12.464 False
252.208, 129.411, 8.338, 12.497 False
251.931, 129.385, 8.337, 12.530 False
251.654, 129.360, 8.338, 12.563 False
251.377, 129.335, 8.337, 12.596 False
251.101, 129.310, 8.337, 12.629 False
250.824, 129.286, 8.337, 12.662 False
250.547, 129.263, 8.337, 12.695 False
250.270, 129.240, 8.337, 12.728 False
249.993, 129.218, 8.337, 12.761 False
249.716, 129.196, 8.337, 12.794 False
249.439, 129.174, 8.337, 12.827 False
249.162, 129.153, 8.337, 12.860 False
248.884, 129.133, 8.336, 12.893 False
248.607, 129.113, 8.336, 12.926 False
248.330, 129.093, 8.336, 12.959 False
248.053, 129.074, 8.336, 12.992 False
247.776, 129.056, 8.336, 13.025 False
247.498, 129.039, 8.336, 13.058 False
247.221, 129.021, 8.336, 13.091 False
246.944, 129.005, 8.336, 13.124 False
246.666, 128.988, 8.336, 13.157 False
246.389, 128.971, 8.336, 13.190 False
246.111, 128.955, 8.336, 13.223 False
245.834, 128.940, 8.336, 13.256 False
245.557, 128.925, 8.336, 13.289 False
245.279, 128.911, 8.335, 13.322 False
245.002, 128.897, 8.335, 13.355 False
244.724, 128.884, 8.335, 13.388 False
244.446, 128.871, 8.335, 13.421 False
244.169, 128.859, 8.335, 13.454 False
243.891, 128.848, 8.335, 13.487 False
243.614, 128.837, 8.335, 13.520 False
243.336, 128.825, 8.335, 13.553 False
243.058, 128.814, 8.335, 13.586 False
242.781, 128.804, 8.335, 13.619 False
242.503, 128.794, 8.335, 13.652 False
242.225, 128.784, 8.335, 13.685 False
241.948, 128.775, 8.335, 13.718 False
241.670, 128.766, 8.335, 13.751 False
241.392, 128.758, 8.335, 13.784 False
241.115, 128.750, 8.335, 13.817 False
240.837, 128.742, 8.335, 13.850 False
240.559, 128.735, 8.335, 13.883 False
240.281, 128.728, 8.335, 13.916 False
240.004, 128.721, 8.335, 13.949 False
239.726, 128.714, 8.335, 13.982 False
239.448, 128.708, 8.335, 14.015 False
239.170, 128.702, 8.334, 14.048 False
238.893, 128.697, 8.334, 14.081 False
238.615, 128.692, 8.334, 14.114 False
238.337, 128.687, 8.334, 14.147 False
238.059, 128.683, 8.334, 14.180 False
237.782, 128.679, 8.334, 14.213 False
237.504, 128.676, 8.334, 14.246 False
237.226, 128.672, 8.334, 14.279 False
236.948, 128.669, 8.334, 14.312 False
236.670, 128.666, 8.334, 14.345 False
236.393, 128.663, 8.334, 14.378 False
236.115, 128.661, 8.334, 14.411 False
235.837, 128.660, 8.334, 14.444 False
235.559, 128.658, 8.334, 14.477 False
235.281, 128.656, 8.334, 14.510 False
235.004, 128.655, 8.334, 14.543 False
234.726, 128.654, 8.334, 14.576 False
234.448, 128.654, 8.334, 14.609 False
234.170, 128.653, 8.334, 14.642 False
233.892, 128.653, 8.334, 14.675 False
233.615, 128.652, 8.334, 14.708 False
233.337, 128.652, 8.334, 14.741 False
233.059, 128.652, 8.334, 14.774 False
232.781, 128.653, 8.334, 14.807 False
232.503, 128.654, 8.334, 14.840 False
232.225, 128.655, 8.334, 14.873 False
231.948, 128.656, 8.334, 14.906 False
231.670, 128.657, 8.334, 14.939 False
231.392, 128.659, 8.334, 14.972 False
231.114, 128.661, 8.334, 15.005 False
230.837, 128.663, 8.334, 15.038 False
230.559, 128.665, 8.334, 15.071 False
230.281, 128.667, 8.334, 15.104 False
230.003, 128.670, 8.334, 15.137 False
229.725, 128.673, 8.334, 15.170 False
229.448, 128.676, 8.334, 15.203 False
229.170, 128.679, 8.334, 15.236 False
228.892, 128.682, 8.334, 15.269 False
228.614, 128.686, 8.334, 15.302 False
228.337, 128.689, 8.334, 15.335 False
228.059, 128.693, 8.334, 15.368 False
227.781, 128.697, 8.334, 15.401 False
227.503, 128.701, 8.334, 15.434 False
227.225, 128.705, 8.334, 15.467 False
226.948, 128.709, 8.334, 15.500 False
226.670, 128.714, 8.334, 15.533 False
226.392, 128.718, 8.334, 15.566 False
226.114, 128.723, 8.334, 15.599 False
225.837, 128.728, 8.334, 15.632 False
225.559, 128.733, 8.333, 15.665 False
225.281, 128.739, 8.333, 15.698 False
225.004, 128.744, 8.333, 15.731 False
224.726, 128.750, 8.333, 15.764 False
224.448, 128.755, 8.333, 15.797 False
224.170, 128.761, 8.333, 15.830 False
223.893, 128.767, 8.333, 15.863 False
223.615, 128.773, 8.333, 15.896 False
223.337, 128.779, 8.333, 15.929 False
223.059, 128.785, 8.333, 15.962 False
222.782, 128.791, 8.333, 15.995 False
