-183.393, 77.610, 1.850,  1.765
-183.387, 77.549, 1.842,  1.798
-183.381, 77.488, 1.840,  1.831
-183.375, 77.427, 1.843,  1.864
-183.369, 77.366, 1.851,  1.897
-183.363, 77.304, 1.863,  1.930
-183.357, 77.242, 1.877,  1.963
-183.351, 77.179, 1.892,  1.996
-183.345, 77.116, 1.906,  2.029
-183.338, 77.052, 1.918,  2.062
-183.332, 76.988, 1.928,  2.095
-183.328, 76.924, 1.930,  2.128
-183.325, 76.860, 1.936,  2.161
-183.319, 76.795, 1.940,  2.194
-183.314, 76.731, 1.942,  2.227
-183.308, 76.666, 1.942,  2.260
-183.302, 76.602, 1.943,  2.293
-183.296, 76.537, 1.944,  2.326
-183.290, 76.473, 1.947,  2.359
-183.284, 76.408, 1.950,  2.392
-183.278, 76.343, 1.954,  2.425
-183.272, 76.278, 1.960,  2.458
-183.266, 76.213, 1.966,  2.491
-183.260, 76.147, 1.973,  2.524
-183.254, 76.082, 1.981,  2.557
-183.248, 76.016, 1.988,  2.590
-183.244, 75.950, 1.991,  2.623
-183.240, 75.883, 1.999,  2.656
-183.235, 75.816, 2.007,  2.689
-183.229, 75.749, 2.014,  2.722
-183.224, 75.682, 2.020,  2.755
-183.218, 75.615, 2.025,  2.788
-183.212, 75.548, 2.031,  2.821
-183.206, 75.480, 2.035,  2.854
-183.200, 75.413, 2.040,  2.887
-183.194, 75.345, 2.045,  2.920
-183.188, 75.277, 2.050,  2.953
-183.182, 75.208, 2.055,  2.986
-183.176, 75.140, 2.061,  3.019
-183.170, 75.071, 2.067,  3.052
-183.164, 75.003, 2.073,  3.085
-183.160, 74.934, 2.075,  3.118
-183.156, 74.864, 2.084,  3.151
-183.151, 74.795, 2.092,  3.184
-183.145, 74.725, 2.099,  3.217
-183.139, 74.655, 2.107,  3.250
-183.133, 74.585, 2.114,  3.283
-183.128, 74.514, 2.120,  3.316
-183.122, 74.444, 2.127,  3.349
-183.116, 74.373, 2.133,  3.382
-183.110, 74.302, 2.139,  3.415
-183.104, 74.231, 2.145,  3.448
-183.098, 74.159, 2.151,  3.481
-183.092, 74.088, 2.157,  3.514
-183.086, 74.016, 2.163,  3.547
-183.080, 73.944, 2.170,  3.580
-183.076, 73.872, 2.172,  3.613
-183.072, 73.799, 2.181,  3.646
-183.067, 73.726, 2.189,  3.679
-183.061, 73.653, 2.197,  3.712
-183.055, 73.580, 2.205,  3.745
-183.050, 73.507, 2.212,  3.778
-183.044, 73.433, 2.219,  3.811
-183.038, 73.359, 2.226,  3.844
-183.032, 73.285, 2.233,  3.877
-183.026, 73.210, 2.240,  3.910
-183.020, 73.136, 2.246,  3.943
-183.014, 73.061, 2.253,  3.976
-183.008, 72.986, 2.259,  4.009
-183.002, 72.911, 2.266,  4.042
-182.998, 72.835, 2.269,  4.075
-182.994, 72.759, 2.278,  4.108
-182.989, 72.683, 2.287,  4.141
-182.983, 72.607, 2.295,  4.174
-182.978, 72.531, 2.303,  4.207
-182.972, 72.454, 2.311,  4.240
-182.966, 72.377, 2.319,  4.273
-182.960, 72.299, 2.326,  4.306
-182.954, 72.222, 2.334,  4.339
-182.948, 72.144, 2.341,  4.372
-182.942, 72.066, 2.348,  4.405
-182.936, 71.988, 2.355,  4.438
-182.930, 71.910, 2.362,  4.471
-182.927, 71.831, 2.366,  4.504
-182.922, 71.752, 2.375,  4.537
-182.917, 71.673, 2.383,  4.570
-182.912, 71.593, 2.392,  4.603
-182.906, 71.513, 2.400,  4.636
-182.900, 71.433, 2.408,  4.669
-182.894, 71.353, 2.416,  4.702
-182.888, 71.272, 2.424,  4.735
-182.883, 71.192, 2.432,  4.768
-182.877, 71.111, 2.440,  4.801
-182.871, 71.029, 2.447,  4.834
-182.865, 70.948, 2.455,  4.867
-182.859, 70.866, 2.462,  4.900
-182.855, 70.784, 2.467,  4.933
-182.851, 70.701, 2.476,  4.966
-182.846, 70.619, 2.485,  4.999
-182.840, 70.536, 2.494,  5.032
-182.834, 70.453, 2.503,  5.065
-182.829, 70.369, 2.512,  5.098
-182.823, 70.285, 2.520,  5.131
-182.817, 70.201, 2.529,  5.164
-182.811, 70.117, 2.537,  5.197
-182.805, 70.033, 2.545,  5.230
-182.800, 69.948, 2.552,  5.263
-182.794, 69.863, 2.560,  5.296
-182.790, 69.777, 2.566,  5.329
-182.786, 69.692, 2.575,  5.362
-182.781, 69.606, 2.584,  5.395
-182.775, 69.520, 2.593,  5.428
-182.769, 69.433, 2.602,  5.461
-182.764, 69.346, 2.611,  5.494
-182.758, 69.259, 2.620,  5.527
-182.752, 69.172, 2.629,  5.560
-182.746, 69.084, 2.637,  5.593
-182.741, 68.996, 2.646,  5.626
-182.735, 68.908, 2.654,  5.659
-182.729, 68.819, 2.663,  5.692
-182.725, 68.731, 2.669,  5.725
-182.721, 68.642, 2.678,  5.758
-182.716, 68.552, 2.687,  5.791
-182.710, 68.463, 2.697,  5.824
-182.705, 68.373, 2.706,  5.857
-182.699, 68.282, 2.716,  5.890
-182.693, 68.192, 2.725,  5.923
-182.688, 68.101, 2.734,  5.956
-182.682, 68.010, 2.743,  5.989
-182.676, 67.918, 2.752,  6.022
-182.670, 67.826, 2.761,  6.055
-182.667, 67.734, 2.767,  6.088
-182.662, 67.642, 2.777,  6.121
-182.657, 67.549, 2.787,  6.154
-182.652, 67.456, 2.797,  6.187
-182.646, 67.363, 2.807,  6.220
-182.641, 67.269, 2.816,  6.253
-182.635, 67.175, 2.826,  6.286
-182.629, 67.081, 2.835,  6.319
-182.624, 66.986, 2.844,  6.352
-182.618, 66.892, 2.854,  6.385
-182.612, 66.796, 2.863,  6.418
-182.607, 66.701, 2.872,  6.451
-182.601, 66.605, 2.881,  6.484
-182.595, 66.509, 2.891,  6.517
-182.590, 66.413, 2.900,  6.550
-182.584, 66.316, 2.910,  6.583
-182.578, 66.219, 2.919,  6.616
-182.572, 66.121, 2.929,  6.649
-182.566, 66.024, 2.939,  6.682
-182.561, 65.926, 2.949,  6.715
-182.555, 65.827, 2.959,  6.748
-182.549, 65.729, 2.969,  6.781
-182.545, 65.629, 2.977,  6.814
-182.540, 65.530, 2.987,  6.847
-182.535, 65.430, 2.997,  6.880
-182.530, 65.330, 3.008,  6.913
-182.524, 65.230, 3.018,  6.946
-182.518, 65.129, 3.029,  6.979
-182.512, 65.028, 3.039,  7.012
-182.507, 64.927, 3.049,  7.045
-182.501, 64.825, 3.059,  7.078
-182.495, 64.723, 3.069,  7.111
-182.491, 64.621, 3.077,  7.144
-182.487, 64.518, 3.087,  7.177
-182.482, 64.415, 3.098,  7.210
-182.476, 64.311, 3.109,  7.243
-182.471, 64.208, 3.120,  7.276
-182.465, 64.104, 3.130,  7.309
-182.459, 63.999, 3.141,  7.342
-182.454, 63.894, 3.151,  7.375
-182.448, 63.789, 3.162,  7.408
-182.442, 63.684, 3.172,  7.441
-182.438, 63.578, 3.181,  7.474
-182.434, 63.471, 3.192,  7.507
-182.429, 63.365, 3.203,  7.540
-182.424, 63.258, 3.214,  7.573
-182.418, 63.151, 3.225,  7.606
-182.413, 63.043, 3.236,  7.639
-182.407, 62.935, 3.247,  7.672
-182.402, 62.827, 3.258,  7.705
-182.396, 62.718, 3.269,  7.738
-182.390, 62.609, 3.279,  7.771
-182.386, 62.499, 3.289,  7.804
-182.382, 62.390, 3.300,  7.837
-182.377, 62.279, 3.312,  7.870
-182.372, 62.169, 3.323,  7.903
-182.366, 62.058, 3.334,  7.936
-182.361, 61.947, 3.346,  7.969
-182.356, 61.835, 3.357,  8.002
-182.350, 61.723, 3.368,  8.035
-182.345, 61.610, 3.379,  8.068
-182.341, 61.498, 3.389,  8.101
-182.336, 61.384, 3.400,  8.134
-182.331, 61.271, 3.412,  8.167
-182.326, 61.157, 3.423,  8.200
-182.321, 61.043, 3.435,  8.233
-182.316, 60.928, 3.447,  8.266
-182.310, 60.813, 3.458,  8.299
-182.305, 60.698, 3.470,  8.332
-182.300, 60.582, 3.482,  8.365
-182.294, 60.465, 3.493,  8.398
-182.290, 60.349, 3.504,  8.431
-182.286, 60.232, 3.515,  8.464
-182.281, 60.114, 3.527,  8.497
-182.276, 59.997, 3.539,  8.530
-182.271, 59.878, 3.551,  8.563
-182.266, 59.760, 3.564,  8.596
-182.261, 59.641, 3.575,  8.629
-182.255, 59.522, 3.587,  8.662
-182.251, 59.402, 3.598,  8.695
-182.247, 59.282, 3.611,  8.728
-182.243, 59.161, 3.623,  8.761
-182.238, 59.040, 3.635,  8.794
-182.233, 58.919, 3.647,  8.827
-182.228, 58.797, 3.659,  8.860
-182.222, 58.675, 3.672,  8.893
-182.217, 58.552, 3.684,  8.926
-182.212, 58.429, 3.696,  8.959
-182.208, 58.306, 3.708,  8.992
-182.204, 58.182, 3.720,  9.025
-182.200, 58.058, 3.733,  9.058
-182.195, 57.933, 3.745,  9.091
-182.190, 57.808, 3.758,  9.124
-182.185, 57.682, 3.771,  9.157
-182.180, 57.556, 3.784,  9.190
-182.175, 57.430, 3.796,  9.223
-182.170, 57.303, 3.809,  9.256
-182.166, 57.176, 3.821,  9.289
-182.162, 57.049, 3.834,  9.322
-182.157, 56.920, 3.847,  9.355
-182.152, 56.792, 3.860,  9.388
-182.148, 56.663, 3.873,  9.421
-182.143, 56.534, 3.886,  9.454
-182.138, 56.404, 3.899,  9.487
-182.133, 56.274, 3.912,  9.520
-182.129, 56.143, 3.924,  9.553
-182.125, 56.012, 3.937,  9.586
-182.121, 55.881, 3.950,  9.619
-182.116, 55.749, 3.963,  9.652
-182.111, 55.616, 3.976,  9.685
-182.106, 55.484, 3.990,  9.718
-182.102, 55.350, 4.003,  9.751
-182.097, 55.217, 4.016,  9.784
-182.093, 55.083, 4.029,  9.817
-182.089, 54.948, 4.042,  9.850
-182.085, 54.813, 4.055,  9.883
-182.080, 54.677, 4.069,  9.916
-182.076, 54.542, 4.083,  9.949
-182.071, 54.405, 4.096,  9.982
-182.066, 54.268, 4.110, 10.015
-182.062, 54.131, 4.124, 10.048
-182.058, 53.993, 4.137, 10.081
-182.054, 53.855, 4.151, 10.114
-182.050, 53.717, 4.164, 10.147
-182.045, 53.577, 4.178, 10.180
-182.041, 53.438, 4.192, 10.213
-182.036, 53.298, 4.206, 10.246
-182.032, 53.157, 4.220, 10.279
-182.028, 53.016, 4.234, 10.312
-182.024, 52.875, 4.248, 10.345
-182.020, 52.733, 4.262, 10.378
-182.016, 52.591, 4.276, 10.411
-182.012, 52.448, 4.290, 10.444
-182.007, 52.305, 4.305, 10.477
-182.003, 52.161, 4.319, 10.510
-181.998, 52.017, 4.334, 10.543
-181.994, 51.872, 4.348, 10.576
-181.991, 51.727, 4.362, 10.609
-181.987, 51.581, 4.377, 10.642
-181.983, 51.435, 4.392, 10.675
-181.978, 51.288, 4.406, 10.708
-181.974, 51.141, 4.421, 10.741
-181.970, 50.993, 4.435, 10.774
-181.966, 50.845, 4.450, 10.807
-181.962, 50.696, 4.465, 10.840
-181.958, 50.547, 4.480, 10.873
-181.954, 50.397, 4.495, 10.906
-181.950, 50.247, 4.510, 10.939
-181.946, 50.097, 4.525, 10.972
-181.942, 49.946, 4.540, 11.005
-181.938, 49.794, 4.555, 11.038
-181.935, 49.642, 4.570, 11.071
-181.931, 49.489, 4.585, 11.104
-181.927, 49.336, 4.600, 11.137
-181.923, 49.182, 4.616, 11.170
-181.919, 49.028, 4.631, 11.203
-181.915, 48.873, 4.647, 11.236
-181.911, 48.718, 4.662, 11.269
-181.908, 48.562, 4.677, 11.302
-181.904, 48.406, 4.693, 11.335
-181.900, 48.249, 4.708, 11.368
-181.896, 48.092, 4.724, 11.401
-181.892, 47.934, 4.740, 11.434
-181.888, 47.776, 4.756, 11.467
-181.885, 47.617, 4.771, 11.500
-181.881, 47.457, 4.787, 11.533
-181.878, 47.298, 4.803, 11.566
-181.874, 47.137, 4.820, 11.599
-181.870, 46.976, 4.836, 11.632
-181.866, 46.814, 4.852, 11.665
-181.862, 46.652, 4.868, 11.698
-181.859, 46.490, 4.884, 11.731
-181.855, 46.327, 4.900, 11.764
-181.852, 46.163, 4.917, 11.797
-181.848, 45.999, 4.933, 11.830
-181.844, 45.834, 4.949, 11.863
-181.841, 45.668, 4.966, 11.896
-181.837, 45.502, 4.982, 11.929
-181.834, 45.336, 4.999, 11.962
-181.831, 45.169, 5.016, 11.995
-181.827, 45.001, 5.032, 12.028
-181.823, 44.833, 5.049, 12.061
-181.820, 44.665, 5.066, 12.094
-181.816, 44.495, 5.083, 12.127
-181.813, 44.326, 5.098, 12.160
-181.810, 44.156, 5.105, 12.193
-181.806, 43.986, 5.093, 12.226
-181.803, 43.817, 5.075, 12.259
-181.799, 43.648, 5.062, 12.292
-181.795, 43.480, 5.058, 12.325
-181.792, 43.311, 5.064, 12.358
-181.789, 43.142, 5.082, 12.391
-181.786, 42.972, 5.113, 12.424
-181.783, 42.800, 5.155, 12.457
-181.779, 42.627, 5.209, 12.490
-181.776, 42.451, 5.270, 12.523
-181.772, 42.273, 5.335, 12.556
-181.769, 42.094, 5.397, 12.589
-181.766, 41.912, 5.451, 12.622
-181.763, 41.729, 5.492, 12.655
-181.759, 41.545, 5.518, 12.688
-181.756, 41.361, 5.531, 12.721
-181.752, 41.177, 5.531, 12.754
-181.749, 40.993, 5.522, 12.787
-181.746, 40.810, 5.507, 12.820
-181.743, 40.627, 5.488, 12.853
-181.739, 40.445, 5.469, 12.886
-181.736, 40.264, 5.452, 12.919
-181.733, 40.082, 5.441, 12.952
-181.730, 39.901, 5.438, 12.985
-181.727, 39.720, 5.443, 13.018
-181.724, 39.538, 5.460, 13.051
-181.721, 39.355, 5.488, 13.084
-181.718, 39.171, 5.527, 13.117
-181.715, 38.986, 5.577, 13.150
-181.712, 38.798, 5.634, 13.183
-181.709, 38.608, 5.695, 13.216
-181.706, 38.417, 5.754, 13.249
-181.702, 38.223, 5.807, 13.282
-181.699, 38.028, 5.848, 13.315
-181.696, 37.833, 5.876, 13.348
-181.693, 37.636, 5.889, 13.381
-181.690, 37.440, 5.892, 13.414
-181.687, 37.244, 5.885, 13.447
-181.684, 37.049, 5.872, 13.480
-181.681, 36.854, 5.857, 13.513
-181.678, 36.659, 5.842, 13.546
-181.675, 36.465, 5.830, 13.579
-181.672, 36.271, 5.824, 13.612
-181.669, 36.077, 5.827, 13.645
-181.666, 35.883, 5.839, 13.678
-181.664, 35.688, 5.861, 13.711
-181.661, 35.491, 5.895, 13.744
-181.658, 35.294, 5.938, 13.777
-181.655, 35.094, 5.991, 13.810
-181.652, 34.892, 6.049, 13.843
-181.650, 34.689, 6.109, 13.876
-181.647, 34.484, 6.165, 13.909
-181.644, 34.277, 6.211, 13.942
-181.641, 34.069, 6.244, 13.975
-181.638, 33.860, 6.263, 14.008
-181.635, 33.651, 6.268, 14.041
-181.633, 33.443, 6.263, 14.074
-181.630, 33.235, 6.252, 14.107
-181.627, 33.027, 6.238, 14.140
-181.624, 32.820, 6.224, 14.173
-181.622, 32.613, 6.214, 14.206
-181.619, 32.406, 6.211, 14.239
-181.616, 32.199, 6.216, 14.272
-181.614, 31.991, 6.232, 14.305
-181.611, 31.783, 6.259, 14.338
-181.608, 31.573, 6.297, 14.371
-181.606, 31.362, 6.346, 14.404
-181.604, 31.149, 6.403, 14.437
-181.602, 30.933, 6.466, 14.470
-181.599, 30.716, 6.530, 14.503
-181.596, 30.496, 6.586, 14.536
-181.594, 30.275, 6.629, 14.569
-181.592, 30.054, 6.654, 14.602
-181.589, 29.832, 6.663, 14.635
-181.587, 29.610, 6.657, 14.668
-181.584, 29.389, 6.642, 14.701
-181.582, 29.168, 6.623, 14.734
-181.579, 28.948, 6.605, 14.767
-181.577, 28.729, 6.591, 14.800
-181.574, 28.510, 6.585, 14.833
-181.572, 28.290, 6.591, 14.866
-181.570, 28.070, 6.609, 14.899
-181.567, 27.849, 6.642, 14.932
-181.565, 27.626, 6.689, 14.965
-181.563, 27.402, 6.749, 14.998
-181.560, 27.174, 6.819, 15.031
-181.558, 26.945, 6.889, 15.064
-181.556, 26.713, 6.951, 15.097
-181.554, 26.480, 7.001, 15.130
-181.551, 26.246, 7.035, 15.163
-181.549, 26.011, 7.053, 15.196
-181.547, 25.776, 7.054, 15.229
-181.544, 25.541, 7.045, 15.262
-181.542, 25.307, 7.028, 15.295
-181.540, 25.074, 7.010, 15.328
-181.538, 24.841, 6.995, 15.361
-181.536, 24.608, 6.987, 15.394
-181.533, 24.375, 6.989, 15.427
-181.531, 24.142, 7.004, 15.460
-181.529, 23.908, 7.033, 15.493
-181.527, 23.672, 7.077, 15.526
-181.525, 23.435, 7.134, 15.559
-181.523, 23.195, 7.198, 15.592
-181.520, 22.953, 7.263, 15.625
-181.518, 22.709, 7.323, 15.658
-181.516, 22.463, 7.374, 15.691
-181.514, 22.216, 7.413, 15.724
-181.512, 21.969, 7.439, 15.757
-181.510, 21.720, 7.452, 15.790
-181.508, 21.472, 7.453, 15.823
-181.505, 21.224, 7.446, 15.856
-181.503, 20.976, 7.437, 15.889
-181.501, 20.729, 7.429, 15.922
-181.499, 20.482, 7.426, 15.955
-181.497, 20.234, 7.433, 15.988
-181.495, 19.986, 7.450, 16.021
-181.493, 19.737, 7.477, 16.054
-181.491, 19.487, 7.515, 16.087
-181.489, 19.235, 7.560, 16.120
-181.487, 18.982, 7.611, 16.153
-181.485, 18.726, 7.662, 16.186
-181.483, 18.470, 7.713, 16.219
-181.481, 18.211, 7.759, 16.252
-181.479, 17.951, 7.798, 16.285
-181.477, 17.691, 7.829, 16.318
-181.475, 17.429, 7.852, 16.351
-181.473, 17.167, 7.867, 16.384
-181.471, 16.905, 7.876, 16.417
-181.470, 16.642, 7.881, 16.450
-181.468, 16.380, 7.886, 16.483
-181.466, 16.117, 7.892, 16.516
-181.464, 15.854, 7.903, 16.549
-181.462, 15.590, 7.921, 16.582
-181.460, 15.325, 7.945, 16.615
-181.458, 15.060, 7.975, 16.648
-181.456, 14.793, 8.012, 16.681
-181.455, 14.525, 8.053, 16.714
-181.453, 14.255, 8.096, 16.747
-181.451, 13.984, 8.140, 16.780
-181.449, 13.711, 8.183, 16.813
-181.447, 13.437, 8.222, 16.846
-181.445, 13.162, 8.256, 16.879
-181.444, 12.886, 8.286, 16.912
-181.442, 12.610, 8.310, 16.945
-181.440, 12.332, 8.330, 16.978
-181.438, 12.054, 8.346, 17.011
-181.436, 11.776, 8.360, 17.044
-181.435, 11.497, 8.374, 17.077
-181.433, 11.217, 8.389, 17.110
-181.431, 10.937, 8.408, 17.143
-181.429, 10.657, 8.431, 17.176
-181.428, 10.375, 8.458, 17.209
-181.426, 10.092, 8.489, 17.242
-181.424, 9.808, 8.525, 17.275
-181.422, 9.523, 8.563, 17.308
-181.421, 9.237, 8.602, 17.341
-181.419, 8.949, 8.642, 17.374
-181.417, 8.660, 8.681, 17.407
-181.415, 8.369, 8.718, 17.440
-181.414, 8.078, 8.752, 17.473
-181.412, 7.785, 8.782, 17.506
-181.410, 7.492, 8.809, 17.539
-181.409, 7.198, 8.833, 17.572
-181.407, 6.903, 8.854, 17.605
-181.405, 6.607, 8.874, 17.638
-181.403, 6.311, 8.894, 17.671
-181.402, 6.014, 8.915, 17.704
-181.400, 5.716, 8.938, 17.737
-181.398, 5.418, 8.964, 17.770
-181.397, 5.118, 8.994, 17.803
-181.395, 4.818, 9.026, 17.836
-181.393, 4.516, 9.061, 17.869
-181.392, 4.213, 9.098, 17.902
-181.390, 3.909, 9.136, 17.935
-181.388, 3.603, 9.175, 17.968
-181.387, 3.296, 9.213, 18.001
-181.385, 2.988, 9.249, 18.034
-181.383, 2.679, 9.284, 18.067
-181.382, 2.369, 9.316, 18.100
-181.380, 2.057, 9.345, 18.133
-181.378, 1.745, 9.373, 18.166
-181.377, 1.432, 9.398, 18.199
-181.375, 1.118, 9.423, 18.232
-181.374, 0.804, 9.447, 18.265
-181.372, 0.488, 9.472, 18.298
-181.370, 0.172, 9.499, 18.331
-181.369, -0.146, 9.527, 18.364
-181.367, -0.464, 9.558, 18.397
-181.365, -0.783, 9.591, 18.430
-181.364, -1.104, 9.626, 18.463
-181.362, -1.426, 9.663, 18.496
-181.360, -1.749, 9.701, 18.529
-181.359, -2.073, 9.740, 18.562
-181.357, -2.399, 9.778, 18.595
-181.355, -2.726, 9.815, 18.628
-181.354, -3.054, 9.851, 18.661
-181.352, -3.383, 9.886, 18.694
-181.351, -3.714, 9.918, 18.727
-181.349, -4.045, 9.949, 18.760
-181.347, -4.377, 9.979, 18.793
-181.346, -4.711, 10.007, 18.826
-181.344, -5.045, 10.035, 18.859
-181.342, -5.380, 10.064, 18.892
-181.341, -5.716, 10.093, 18.925
-181.339, -6.053, 10.124, 18.958
-181.337, -6.392, 10.156, 18.991
-181.336, -6.731, 10.190, 19.024
-181.334, -7.072, 10.226, 19.057
-181.333, -7.413, 10.263, 19.090
-181.331, -7.757, 10.301, 19.123
-181.329, -8.101, 10.340, 19.156
-181.328, -8.447, 10.380, 19.189
-181.326, -8.794, 10.418, 19.222
-181.324, -9.142, 10.456, 19.255
-181.323, -9.491, 10.493, 19.288
-181.321, -9.842, 10.528, 19.321
-181.319, -10.194, 10.562, 19.354
-181.318, -10.547, 10.595, 19.387
-181.316, -10.901, 10.627, 19.420
-181.314, -11.256, 10.658, 19.453
-181.313, -11.612, 10.690, 19.486
-181.311, -11.969, 10.721, 19.519
-181.309, -12.327, 10.754, 19.552
-181.308, -12.686, 10.788, 19.585
-181.306, -13.047, 10.823, 19.618
-181.304, -13.409, 10.860, 19.651
-181.303, -13.772, 10.899, 19.684
-181.301, -14.136, 10.938, 19.717
-181.299, -14.502, 10.979, 19.750
-181.297, -14.869, 11.019, 19.783
-181.296, -15.237, 11.060, 19.816
-181.294, -15.607, 11.100, 19.849
-181.292, -15.978, 11.139, 19.882
-181.290, -16.350, 11.178, 19.915
-181.289, -16.723, 11.215, 19.948
-181.287, -17.098, 11.251, 19.981
-181.285, -17.474, 11.286, 20.014
-181.283, -17.851, 11.320, 20.047
-181.282, -18.229, 11.354, 20.080
-181.280, -18.609, 11.388, 20.113
-181.278, -18.989, 11.423, 20.146
-181.276, -19.371, 11.459, 20.179
-181.275, -19.754, 11.496, 20.212
-181.273, -20.138, 11.535, 20.245
-181.271, -20.523, 11.575, 20.278
-181.269, -20.910, 11.616, 20.311
-181.267, -21.298, 11.658, 20.344
-181.266, -21.688, 11.701, 20.377
-181.264, -22.079, 11.743, 20.410
-181.262, -22.472, 11.786, 20.443
-181.260, -22.866, 11.829, 20.476
-181.258, -23.261, 11.870, 20.509
-181.256, -23.658, 11.910, 20.542
-181.255, -24.056, 11.950, 20.575
-181.253, -24.455, 11.988, 20.608
-181.251, -24.856, 12.025, 20.641
-181.249, -25.257, 12.062, 20.674
-181.247, -25.660, 12.099, 20.707
-181.245, -26.065, 12.136, 20.740
-181.243, -26.470, 12.174, 20.773
-181.241, -26.877, 12.212, 20.806
-181.239, -27.285, 12.252, 20.839
-181.237, -27.694, 12.293, 20.872
-181.235, -28.105, 12.335, 20.905
-181.233, -28.518, 12.379, 20.938
-181.231, -28.931, 12.424, 20.971
-181.229, -29.347, 12.469, 21.004
-181.227, -29.763, 12.514, 21.037
-181.225, -30.182, 12.560, 21.070
-181.223, -30.602, 12.604, 21.103
-181.221, -31.023, 12.648, 21.136
-181.219, -31.446, 12.691, 21.169
-181.217, -31.870, 12.733, 21.202
-181.215, -32.295, 12.774, 21.235
-181.213, -32.722, 12.814, 21.268
-181.211, -33.150, 12.853, 21.301
-181.209, -33.579, 12.892, 21.334
-181.207, -34.010, 12.932, 21.367
-181.205, -34.442, 12.972, 21.400
-181.203, -34.876, 13.013, 21.433
-181.201, -35.310, 13.056, 21.466
-181.198, -35.747, 13.100, 21.499
-181.196, -36.184, 13.145, 21.532
-181.194, -36.624, 13.191, 21.565
-181.192, -37.065, 13.238, 21.598
-181.190, -37.507, 13.286, 21.631
-181.187, -37.951, 13.334, 21.664
-181.185, -38.397, 13.382, 21.697
-181.183, -38.844, 13.430, 21.730
-181.181, -39.293, 13.476, 21.763
-181.178, -39.744, 13.522, 21.796
-181.176, -40.196, 13.567, 21.829
-181.174, -40.649, 13.611, 21.862
-181.172, -41.104, 13.654, 21.895
-181.169, -41.560, 13.696, 21.928
-181.167, -42.017, 13.739, 21.961
-181.165, -42.476, 13.781, 21.994
-181.162, -42.937, 13.823, 22.027
-181.160, -43.399, 13.867, 22.060
-181.157, -43.862, 13.912, 22.093
-181.155, -44.327, 13.958, 22.126
-181.153, -44.793, 14.005, 22.159
-181.150, -45.261, 14.054, 22.192
-181.148, -45.731, 14.104, 22.225
-181.145, -46.203, 14.155, 22.258
-181.143, -46.676, 14.206, 22.291
-181.140, -47.151, 14.258, 22.324
-181.138, -47.627, 14.309, 22.357
-181.135, -48.106, 14.359, 22.390
-181.133, -48.586, 14.409, 22.423
-181.130, -49.067, 14.457, 22.456
-181.128, -49.550, 14.504, 22.489
-181.125, -50.035, 14.550, 22.522
-181.122, -50.521, 14.596, 22.555
-181.120, -51.009, 14.640, 22.588
-181.117, -51.498, 14.685, 22.621
-181.114, -51.988, 14.730, 22.654
-181.112, -52.480, 14.776, 22.687
-181.109, -52.974, 14.823, 22.720
-181.106, -53.469, 14.871, 22.753
-181.104, -53.966, 14.921, 22.786
-181.101, -54.465, 14.973, 22.819
-181.098, -54.966, 15.026, 22.852
-181.095, -55.468, 15.080, 22.885
-181.092, -55.972, 15.135, 22.918
-181.090, -56.478, 15.190, 22.951
-181.087, -56.986, 15.245, 22.984
-181.084, -57.495, 15.299, 23.017
-181.081, -58.007, 15.353, 23.050
